id,for,by,meetDate,meetLocation,type,duration,price,recommended,visitAgain,valueForMoney,overallRatings,venue.description,venue.score,meeting.description,meeting.score,worker.attributes.physical.description,worker.attributes.physical.score,worker.attributes.personality.description,worker.attributes.personality.score,worker.attributes.service.description,worker.attributes.service.score
1590696,CatherineG,Richiemanme,Wednesday 21 October,Colchester,In-call,1hr,170,Yes,Yes,Excellent,10,"The House that Catherine uses is great, I's in a quite street with plenty of parking so as not to draw attention. The house is quiet, secure, warm clean with bathroom facilities",10-Oct,"This was my third time with this lovely lady and as a result we have got to know each other a bit so there was no nerves or worries. I live quite a distance from Colchester but my work does take me near there once in a while and this was such an occasion.

I only had one day's notice this time so I phoned Catherine and apologised for the short notice but she was able to see me and we arranged an appointment.

When I arrived I text Catherine and she text back to say that she was ready. I went to the door and was let in. Catherine was he usual warm, friendly welcoming self and looked as stunning as ever. We had a drink and a chat before we went upstairs and I took a shower. I tried to take my time so that i was fully ready but it's hard not to try and go quickly when you know the pleasures that are waiting.

I finished, dried off and went into the bedroom. Catherine was sat on the bed. I joined her and as we had sessioned before there was no hesitating. We began kissing and Catherine quickly undressed. She has a stunning body that is a joy to touch. I won't go into intimate detail, if you want to know how good Catherine is then make a booking, but all I will say is that we had a great time with oral both ways, Catherine has great skills and also loves receiving oral, which is no problem because she has a lovely pussy.

We continued having fun for quite a while and after we were both done we just laid there and cuddled. As before we ran overtime but this wasn't a problem. In fact it was me that said that I'd better go as I had a long drive but O could have easily stayed longer.

Catherine is a fantastic person who clearly loves what she does and is always very warm friendly and more that happy to oblige. So if you want a great time with a great lady the don't hesitate and definitely don't be put off by the fact that Catherine doesn't show her face in her photos. It's purely for her own privacy. But if you do see Catherine please treat her well as she is very special and I can't wait for my forth time with this treasure.",10-Oct,,,,,,
1590696,CatherineG,mister-M,Thursday 16 July,Colchester,In-call,2 hour(s),£200,Yes,Yes,Excellent,9,"At Catherine's house. Excellent location, very discreet, safe parking, very clean, & ideal for purpose. Good bathroom facilities are available.",10-Oct,"I have had the enormous pleasure of seeing Catherine many times & my appetite for her & her wonderful talents remain insatiable. I just cannot get enough of her - she is soooooo good.

This visit was a 2 hour lunch session, which we have done several times previously.
My visits are normally well planned in advance & I normally leave it to Catherine to provide the attire that she fancies on the day – she obviously knows my preferences & has never failed to dress in a way that does not have an immediate reaction in my boxers on arrival.

This visit I had particularly requested white underwear with stockings & suspenders which I saw as a subtle contrast to her gorgeously tanned skin tone.
Unfortunately, she said she could not oblige this time, but would find suitable alternative attire – no problem for me as she never fails to look anything but sensational anyway.
So I arrive on schedule, (pre showered etc etc) with the pre arranged lunch & the Chablis to be greeted by the vision of this wonderfully horny lady dressed so innocently in white - just as I had requested – WOW!!.. what a surprise (she’s great at surprises & that is typical of the mischievousness of this lady).
I was totally blown away as soon as I had stepped in!!
I was greeted by the usual long close hug & the sensual welcoming kiss & I could not keep my hands off of that wonderful little bum.
Welcome complete, we put lunch away, C poured the wine & we caught up on the news.
As usual we sat on the sofa & continued the chat in between C nestling up nice & close & starting her long & sensual dfk amid soft mutual caressing / stroking. I caressed her neck, boobs, tummy, inner thighs & pussy from outside her panties, the moistness of which could be felt already.
Whilst the chilled Chablis remained untouched C & I were getting hotter, so her bra & panties were quickly removed as well as my remaining clothes (including socks – C insists socks are off!). We continued for a while like this with C laid back on the sofa eager for some action on that delicate cute little pussy to which I gladly obliged & as always she was so divine there. Her enjoyment was also obvious to anyone within earshot!!
A big decision now as to whether to continue downstairs or go upstairs...a no brainer for me... I love watching this sexy lady climb the stairs moving her hips & that gorgeous little bum in rhythm with each step (surprisingly this is the only time I know C to become coy!!).
We arrive in the bedroom & the fan is turned on to cool the temperature a bit – totally impossible with this adorable so hot lady now laid spread across the bed, looking ravishing.
I laid between her legs as we indulged further with some very dfk (another wonderful speciality) & stroking. I just had to move back & apply some much needed attention to ‘the twins’ & that gorgeous little pussy again.... mmmm just wonderful!!
Catherine decided it was now my time for attention & worked her magic, lightly teasing me with her hands (she knows my sensitive spots) & then moved to lay across me & concentrate on my cock & balls orally. Absolute bliss......as C teased me with tongue & mouth – light licking to begin with & then engulfing me gradually & then fully, first lightly on the length & then increasing the intensity & speed - all the time those big brown eyes were intently watching my reaction. What a vision!!
It was now time for the balls to come into play & Catherine again provided her expert oral manipulation, darting backwards & forwards to provide further attention to my swelling cock also. She was just like a little bee flitting from one to the other!!
All this while I laid back watching & enjoying the sensual bliss of it all whilst gently playing with her pussy, clit, & lips gently sliding my finger into her wet warm haven with intensity slowly increasing to her moans of approval.
I casually mentioned a 69 - immediately C was on top continuing to work away on me orally & by hand, her pussy thrusting into my face as I tried to continue to work my tongue in her sensitive regions. A couple of times we had to slow things down as I neared the point of climax, but C willingly stopped to enable me to regain my composure – bless her !!
The ultimate time had come to fuck this adorable lady again – with Catherine on her back & legs well apart she instantly slid the condom on & guided me home, bringing her legs up & feet on to my shoulders we started the slow deep ride of mutual pleasure. I could feel she was so wet & as excitable as me.
With the intensity, speed & C’s ‘wimps of pleasure’ & ‘vivid instructions’ increasing by the stroke it was just wonderful to watch the pleasure on her face & in her eyes between the dfking.
We continued to ‘move’ together until I orgasmed with an intensity never previously experienced, even as a much younger man. Boy, can this lady fuck!!!!
She had done it again – achieved the ‘bfoml’ award. Well done C you are a REAL star.
We laid together for a while – my mind in total euphoria & body totally relaxed again WOW!... how does she do it???
C went to the bathroom & returned with the customary warm flannel to provide her legendary clean up service. Even this is done sensuously & with class.
This lady is real mustard & soooo hot that Colman’s have asked her for the recipe!!!

We moved downstairs & enjoyed a lovely relaxed lunch & exquisite conversation & put the world to rights as we often do.
Catherine has just ‘invested’ in a new ‘machine’ to which she was dying to show off.. she enthusiastically unpacked, assembled & provided a demo of the action for me!!!
We had tremendous fun & a great laugh with this.... but that is another totally different story.
I guess we’ll hear much more of C’s new ‘mechanical shagger’ in her future exploits, but we’ll just have to wait & see what she reports.

To summarise, what a gorgeous, fantastically spirited, fun & class lady Catherine is. She’ll always get my vote!! GOYG !!!",10-Oct,,,,,,
1590696,CatherineG,hornyboy2020,Thursday 21 May,Colchester,In-call,3,300,Yes,Yes,Excellent,10,"We went to a local Carvery and then back to Catherine's.
As always the house was spotless and parking was easy.
The house is very discreet on a modern development not far from the town",10-Oct,"This was a meeting to celebrate Catherine's Adultwork birthday and so we had decided to go out for lunch and then an extended period of pleasure after, although every moment in Catherine's company is a pleasure. Lots of flirting in the restaurant and the outfit allowed me plenty of glimpses of that stunning figure that I would soon be enjoying.
After a lovely lunch it was back to hers, I had bought a couple of presents for Catherine and once they were unwrapped she changed in to the first outfit and then the real fun began, Catherine has the most amazing figure I have ever seen and running my hands over her smooth skin is an enormous pleasure. Following her upstairs to the bedroom I was mesmerised by that bum. Lots of kissing and oral pleasures followed, Catherine certainly seemed to enjoy herself as much as I did. A lovely naughty shower followed before it was finally time to part, at no point did Catherine check her watch and we ran slightly over in fact.
There is only one Catherine G and as the saying goes if Carlsberg did Escorts then her name would be Catherine G.
PERFECTION",10-Oct,,,,,,
1590696,CatherineG,Sergeant62,Friday 17 April,colchester,In-call,1,140,Yes,Yes,Excellent,9,met at Catherine immaculate house....easy to find and easy to park right outside...,10-Oct,"met Catherine....closed the door and offered a lovely DFK....wow what a body....we got on like house on fire...and fireworks were about to be lit...

we chatted like old friends and swapped some stories on sexual meets..

then CAT climbed on top of me and we DFK and fondled on another in to a frenzy...then she said come on lets go upstairs and really fuck...

mmm...watching that ass walk upstairs....waiting to be slapped and caressed...wow..

CAT went into the bedroom..while I freshened up...when I went back into the dedroom...CAT was lying they spread on the bed eyes beckoning me to come to mamma....

yes bloody please...I spread her legs and licked out that moist pussy for about 10 mins...all the time CAT...purring and moaning around....

CAT wanted my big cock in her mouth and sucked and played for ages...swallowing inch after inch...

I flipped CAT upside down and watched her in the mirror as she downed my cock as I licked up the glistening nectar..

then CAT straddled my face and ground that wet pussy into my face...so fucking horny...

then on with the condom and frenzied fucking doggy, missionary..lost count on the positions.

then lots of lube and thrust my cock all over those slippery tits...wow seeing CAT getting worked up and begging me to shoot my payload...over her fabulous puppies....then whoosh soak her tits....

without doubt a horny meet....and ill def ...be back for more....",05-Oct,,,,,,
1590696,CatherineG,mister-M,Thursday 19 March,Colchester,In-call,1 hour(s),£160,Yes,Yes,Excellent,10,"Met at Catherine's home. Ideal location, very discreet, good parking & very clean, cosy & relaxing.",10-Oct,"I have had the pleasure of seeing Catherine many times now & my appetite for her remains insatiable. You just cannot get enough of a good thing & by God she is very good.
This visit was a spontaneous thing as we were both available at short notice. Unfortunately Catherine was running a bit late & had not had time to attire herself in her normal ‘welcoming’ dresses (& her normal surprise) & was very apologetic. No problem at all for me as this lady does it for me regardless what she wears.
The kettle was already on the boil (closely followed by me) as I was greeted with the normal welcoming big kiss & hug - what a joy to hold this gorgeous lady. We relaxed onto the sofa to catch up on the news & drink the tea. Soon Catherine had snuggled up close & was engaging in those df kisses we both love - something else that this lady really excels at. Things moved on at a nice gradual pace with the sensual touching, kissing etc until it was time to remove some items of clothing... Catherine had already stealthily unfastened my belt & was moving on, I removed my jeans & in a flash she said ‘’I see you’ve pitched your tent then’’ as my boxers pointed skywards. In no time she had removed her bra & released the ‘twins’ to play – what a sight with her & teasingly laying there naked apart from her little black panties indicating ‘’here it is boy come & get it’’. I nestled down between her legs & reintroduced myself to the twins, who were obviously very happy to see me by the erectness of her nipples. We continued with the dfk intermixed with slow caressing of all parts with me kissing her slender neck, belly, insides of her thighs & that gorgeous little pussy from outside her panties, with Catherine naughtily trying to distract me by putting her cold feet on my back & shoulders – I didn’t even flinch... nothing was stopping me on this mission.
Suddenly Catherine decided enough was enough & her panties were removed in a flash revealing the most beautiful, delicate little pussy you could imagine. Delicate progress was made with my tongue now gently sliding from side to side & up & down with the lips & clit receiving due attention... WOW is this girl sensitive & a lover of oral as she confirmed her pleasure by the noise & twitching whenever her hot spot was touched. Many attempts to come up for air were denied but what a turn on this was. Catherine just feels & tastes divine.
Eventually I was released & now I was the receiver of the oral delicacy delivered Catherine style as she varied her attention to my now hardening cock....along the length, head, balls & underside with varying speeds & sensually applied pressure... she then stopped & with that teasing look by her big brown eyes that might as well have said ‘’I’m in control’’. She then started all over again... this time so slow & soft...what a sensation – this lady should ‘play’ for England.
Then suddenly it was time for the real thing... quickly the condom was on & instantly she was astride me cowgirl style slowly sliding me inside her & wow did she ride harder & harder with the expletives clearly advising of what she wanted. I laid there half on & half off the sofa trying to keep up with her, my hamstrings almost going into spasm as I bore the brunt of the 2 way thrusting.... what sheer ecstasy it is to see this lady in full flow & those boobs contra rotating... then suddenly something entirely new... ‘’do you want to cum on my boobs, have you not done that before ?’’ she said... I was now well on the way & she could have done just about anything with me... so the quick (& correct) answer from me was yes PLEASE... condom off & some more expert oral with my cock now disappearing between the twins as Catherine brought me to a pulsing climax & spread the fruits of my labours over those wondrous boobs. BLISS.....What a session, What a lady !!!
Catherine done her usual clean up job (always very efficient) & we showered etc, relaxed & chatted more prior to dressing & preparing to leave. I had exceeded my time by a considerable margin, but at no time was there any clock watching or eagerness for me to go. Catherine the GREAT she is & certainly the BEST there is. GOYG.",10-Oct,,,,,,
1590696,CatherineG,d157,Thursday 29 January,Colchester,In-call,1,160,Yes,Yes,Excellent,10,"To use the modern and younger persons vernacular, Catherine's place is bang tidy, a bit like her ! Modern new build type place somewhere in Colchester (I don't know the area but I don't think its far from the centre of town).
Directions provided were spot on, and parking was easy. Felt totally safe.",10-Oct,"I am reasonably new to AW and the services that all the lady's provide, so I had exchanged email messages with Catherine prior to our meeting to convey my circumstances and explain what it is I was looking for. We also had a conversation on the phone prior to the meeting.
So having been met at the door as explained above, we had our chat on the sofa, and a little kissing started just to get us in the mood. Trust me when I say, I could not believe this goddess was laying her body on the line for me, she is stunning (works out in the gym as well).
I'm not going to divulge what went on in the bedroom, as that would not be the gentlemanly thing to do, but oh my god, it was great (cant think of a word better than great!). Catherine certainly goes about her work with skill and enthusiasm, and by the movements and sounds she made throughout, I think she enjoyed herself as much as me - well perhaps not quite as much as me :)
I will be seeing this lady again, she told me she would have me back, so hopefully we can explore some of the other services Catherine offers. Only 10/10 I'm afraid, can't go higher on here.",10-Oct,,,,,,
1590696,CatherineG,mister-M,Wednesday 31 December,Colchester,In-call,1 hour(s),£160,Yes,Yes,Excellent,10,"Met at Catherine's home. Very good location. discreet, good parking & very cosy. Ideal location.",10-Oct,"I have had the pleasure of seeing Catherine several times previously & my appetite to see her is insatiable. You just cannot get enough of a good thing.
I was greeted as normal with a welcoming smile, a big kiss & hug - what a great welcoming. In her cheeky manner Catherine had already advised that she had a Christmas treat for me & she was not kidding - dressed in her little Santa's outfit I felt like a kid about to get my present. Her outfit struggled to contain those gorgeous boobs & just came to the top of those lovely slender legs - more surprises were to come ! Her appearance was ravishing in her high heels - what a vision.
Immediately a hospitality drink was offered, after which we normally sit & chat & catch up a bit. The kettle went on for a coffee, but I was already boiling & had to request to skip the coffee & go straight upstairs - there was no hesitation with Catherine's response, I think she was as keen as me.
As usual I watched this 'Aphrodite' goddess go upstairs & what a vision it was - those legs, pert bum & now the second surprise, no panties !!
I was welcomed into the bedroom & quickly stripped off with Catherine mischievously bouncing on the bed. I joined her & kneeling we sensually kissed, touched, & enjoyed each other along with her fabulous fk which is to die for.
Catherine decided that she was not going to be Santa any longer & off came the outfit freeing up her ample boobs... what a sight. We continued with the sensual fun with Catherine taking me to heaven orally. I returned the favour & it is delightful to hear this lady moan with pleasure as she is so sensitive. By now it was time to move on & Catherine quickly 'covered' me & we were joined & what a wonderful sensation she is.
We were in 'miss' position with her feet on my shoulders (I just love that) then the intensity of the occasion overcame me .... wow... wow... wow.
This lady gets better with every visit & for the umpteenth time retained her well earned 'bfoml' award. Amazing.
After relaxing & enjoying the moments Catherine then done her sensual 'tidy up' - the flannel temperature is always spot on.
Another period of relaxation followed then unfortunately it was time to go, I used the very nice bathroom services & was on my way.
P.S. I never did get my coffee .... but do I care - not likely !!!!
Thanks again Catherine - you are a super star.
Good on you girl !!",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Monday 22 December,Colchester,In-call,1 hour(s),£160,Yes,Yes,Excellent,10,"Great place to meet , new built house in a well kept area of town , plenty of parking , no curtain twitching .",10-Oct,"This is not the first time i have met Cath and will certainly not be the last ! I know members like to read all the explicits details of a meet ( and i normally do leave them ) but this time sorry no ! All i can say is Cath is for true MEN not for head board banging BOYS !!!!! Book this lady and enjoy one of the true jewels of AW xx No man should die before they have spent a few hours with amazing WOMAN if you leave company unhappy then you only will have yourselve to blame ! if you treat Cath as a woman of this high standard should be treated , you if will begging her for more and more ! Trust me and enjoy x
XX TOM will be round for lunch very soon so best you have something from the darkside on the menu ! XXXXXXXX",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Tuesday 16 December,Chelmsford,Out-call,1.5 hour(s,£230,Yes,Yes,Excellent,10,"My hotel, I met Catherine outside and brought her in :)",10-Oct,"Catherine got caught in traffic, but kept me posted the whole time and clearly wasn't happy at arriving later than planned. I was fine as I wasn't kept hanging around in the dark.

Catherine clearly wanted us to have a good time and responded beautifully to my kisses and caresses (she is an amazing kisser, everything she says on her profile is totally accurate) and things soon got hot and steamy!

Catherine has a beautiful body and trying to decide whether to kiss those wonderful lips, or those bodacious boobies, or her delicious, tight wet pussy is a real dilemma so I did them in turn :). As if reading my mind Catherine went for a condom and literally gave me the ride of my life. We made mad passionate love in all my favourite positions many times over, taking a little champagne break every now and then, we made love some more and I eventually came over totally amazing tits :)
We cuddled and kissed for a while and Catherine treated me to yet another expert BJ. We had run over time and I had to send her away, or risk falling for this lovely lady. I not only had a fantastic, memorable time, but made a lovely friend who I fully intend to see again as often as I can. Treat her well guys, you will be glad you did.",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Tuesday 2 December,Colchester,In-call,1 hour(s),£160,Yes,Yes,Excellent,10,"Catherine's house on the edge of Colchester is very clean and tidy.
Its very safe,very easy to park and if you have a decent sat nav easy to find!",10-Oct,"The word awesome was created for times like this.


This was the second time I'd visited Catherine - the first time I was late due to my horrendous sense of direction and a cheap and

cheerful (now binned SAT Nat).

On the first occasion I was running late for another appointment and rushed myself - but I did realize that Catherine was special enough to warrant a return visit.

Since it is the festive season I decided to indulge myself and booked a duo with Catherine and her friend.

As requested the proceedings started with Catherine and friend helping me into seemed stockings and lacy panties.

Both girls kissed and sucked each other whilst at the same time playing with my nylon enclosed cock.

After a while I asked for a little mac and proceeded to gently mount Catherine’ s friend.

Catherine produced a wide but-pug and proceeded to insert it slowly into me. The sensation of being up to the hilt and the plug pushing away at my prostate was divine.

After a while I asked Catherine and friend to exchange places.


New mac on and I dived into Catherine - her friend proceeded to put on a pair of rubber gloves then gently slipped her fingers into my 'hole'. Again the feeling of being explored whilst gently grinding away was bliss.

I somehow managed to see the clock and realized what I thought was ten or so minutes had gobbled most of the remaining time - So I requested to be finished by hand.

Catherine removed the gossamer and her friend proceeded to 'oil' my little man. Catherine

caressed my nipples while friend expertly rubbed me. I couldn't hold it any longer and violently exploded.


The climax was so intense,deep and highly satisfying, time stood still.

I was left totally drained and yet wonderfully satisfied floating in some mystic aether. The whole experience had been sensual, emotional, and highly erotic.

I'd been treated to a fantastic sexy experience by two women who really enjoy making sure you enjoy yourself, doing whatever they can to get you to the ultimate climax.

I will be back!!",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Friday 26 September,Colchester,In-call,1 hour(s),£160,Yes,Yes,Excellent,10,"Had arranged to meet Catherine at her house in Colchester. Its a lovely new build, clean and contemporary. Very safe and secure. Spotlessly clean and well decorated. Easy to find with the directions Catherine gave. Very discreet.",10-Oct,"Was greeted at Catherines house with a hug and a kiss. First time we had met (although had introduced ourselves to each other over the phone prior to our meet). Felt at such ease with her. Lovely place, clean and tidy, very safe and secure. She took me in to her lounge where we both had a drink. Chatted about a few different subjects, and the conversation flowed really easily. Catherine has a wonderful personality, really friendly, and a great sense of humour.
After a while, she slid up to me on her sofa, and we shared some passionate kissing. She then asked if I would like to go in to her bedroom upstairs.
Out of respect for Catherine, I am not going to go in to detail about what was performed. However, I will say that she gave me an incredible experience, and one that will stay with me for a very long time. I like to think that she enjoyed herself too (please say you did haha!!!).
Catherine has an AMAZING body. Her skin tone is gorgeous, she has the most perfectly shaped boobs with pert nipples, a really shapely but firm bum. She felt sooooooo womanly, and her kisses are to die for.
All in all, she provided me with my best meet to date. Catherine, if you ever read this, I just want you to know I think you are TOTALLY OFF THE SCALE!!! I am sooooo glad that I was able to meet with you, and hope its the first of many ocassions. You are a truly beautiful woman. Now then...........where did I put that Fiat 500?? :) xxxx",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Wednesday 17 September,Colchester,In-call,1 hour(s),£160,Yes,Yes,Excellent,10,"We met at Catherine's house in Colchester. The house is very clean & tidy & has a relaxing atmosphere. In all very comfortable.
Venue was easy to find, with good safe parking & discreet entrance.
An ideal location.",10-Oct,"I arrived at the venue on time following excellent communication throughout the booking process. As usual Catherine was ready looking just gorgeous in her short dress & high heels, stockings just visible & her boobs fighting to be contained. I was welcomed with a kiss & drink.
We chatted a bit & then moved into the lounge & sat on the sofa, more chat followed with some sensuous kissing & touching & then physical encounters gradually increasing until we got to a point when Catherine muttered those wonderful words 'shall we go upstairs'.
There is no sight quite like watching this gorgeous lady go up stairs - her little bum & gorgeous legs in stockings & heels are worth the visit alone. WOW.
We reached the bedroom & removed any remaining clothes & explored further. This lady smells, feels & tastes superb. We continued with touching, stroking, & her teasing & with temperatures now boiling moved on to the next phase.
It would impolite of me to divulge further the particular extent of enjoyment & pleasure we were both subjected to.
I went to Catherine's heaven is the best I can say. This lady is magical.
At no time was Catherine clock watching & we did run over quite a bit.
She then provided her usual clean up service, which is a real seductive touch at the end of proceedings.
Excellent bathroom facilities were available & used.
Good on you Girl !!!!",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Thursday 12 June,Colchester,In-call,1,160,Yes,Yes,Excellent,10,"Met Cath at a very smart and safe out of town location,easy to find and plenty of parking . Inside very clean and up to date ideal for a hours of fun",10-Oct,"One short call and the door is opened by this stunning woman,who always greets me with a hug and a sweet kiss.All stress of the day gone in seconds and we are chatting like years old fuck buddies.Nothing is never rusned with this lady what makes you feel so specail.A quick shower and then so very sexy kissing and stoking before i can t wait any longer to lick her pretty wet tight pussy,which tastes so sweet,this always makes me rock hard and by the time i enjoy rimming her tight arse i am gagging to feel her hot wet mouth around my throbbing cock.I have to tell Cath to be gently as i was so turned on i did nt what to cum and like the lady she is she did nt what to rush either and gently sucked my balls.You have to see the sight of these ladys breast firm in front of yours eyes as see rids your shaft and grinds her tight pussy deep on to you.I knew i was so close to cumming so i just had to fuck Cath with her on her back and her firm thighs held high to her heaving breasts a fantastic sight.Fucked her as hard as i could without cumming then only one place i had to cum was all over her gym fit belly and wonderful breasts.Cath always makes sure i am totally drained before she even thinks of anything else,some unrushed cleaning up kissing and more chatting before i leave very very happy and thinking of my next visit to this very very very specail lady x x x",10-Oct,,,,,,
1590696,CatherineG,hornyboy2020,Friday 23 May,Colchester,In-call,1 hr,-,Yes,Yes,Excellent,10,"Lovely clean and welcoming home, easy to find on a modern development with plenty of parking outside. Didn't feel I was being watched by any neighbours.",10-Oct,"This is the second time that I have met Catherine and things just get better. Having seen from her blog that she was celebrating her second anniversary on the site I had decided to give her a bit of a celebration. It also allowed me to indulge in a some lovely play with some nice and messy food. I won't be able to walk past the dairy aisle in a supermarket with thinking of Catherine !
I had asked if I could have a quick shower on arrival and while I was showering Catherine stood chatting with me and catching up.
At no time did I feel rushed or pressured to perform, in fact the hour flew by. I will definitely return, I am considering a threesome with her and her friend for my next encounter.
Look after this lady and treat her well and you will be rewarded with a magnificently sexy time.
Thank you Catherine, I hope there will be many more birthdays we can share",10-Oct,,,,,,
1590696,CatherineG,hammertime1895,Thursday 6 March,Colchester,In-call,1,As agreed,Yes,Yes,Excellent,10,Angel's house. Nice safe place near to Central Colchester. Easy to find.,10-Oct,"Have met Angel before and this time decided to arrange a threesome with her. Angel picked her partner and made a great choice in Catherine.
After a quick chat and drink I followed both the girls upstairs which was a fantastic sight. Both in tight dresses and not a lot else.
A bit of kissing and cuddling all round then clothes were removed and limbs going everywhere. The hour seemed to fly by and I think both girls enjoyed themselves.
A threesome isn't cheap but I can say it was well worth saving for.
My only complaint would be that I needed another pair of eyes as whichever way I was looking I was missing out seeing something else.
Its Angels birthday soon but it really could have been mine.
Catherine thank you for joining us and making it a very memorable afternoon. I was still grinning 2 days later x",10-Oct,,,,,,
1590696,CatherineG,Discreteessexgent,Wednesday 5 February,Colchester,Out-call,2,as agreed,Yes,Yes,Excellent,10,"Catherine and I met at the house of a female friend of mine. Catherine arrived on time, and was dressed smart and respectful and did not draw attention to herself upon arrival.",10-Oct,"Catherine just adores oral both ways with men and women. Her oral skills are superb, and she equally loves pussy and cock. Toys were produced and used by both women on each other, and the bed cover was soon very wet from both girls orgasms.
We did everything possible that two women and a man can do to/with each other. After an hour, we had a brief break, and sipped some bubbly, chatted and laughed. Then it was round two (for me, the girls had lost count, but didn't care, lol).
I am sure that Catherine enjoyed our company, judging by the amount we laughed, and the number of times she had an orgasm.
My friend said what a skilled lesbian Catherine is, and the three of us have already spoken about meeting again very soon.
We both made use of the modern bathroom.
We overrun the time by a considerable amount, but Catherine was very relaxed about this.",10-Oct,,,,,,
1590696,CatherineG,Nig05,Monday 16 December,Colchester,In-call,1 hour,£160,Yes,Yes,Excellent,9,"A new build house on the outskirts of town. Easily accessible from the town centre, railway station and all main roads. Very clean with shower facilities and plenty of clean towels. Safe parking and a very discrete entrance away from prying neighbours. Simply a perfect place for a tryst!",09-Oct,"As I mentioned before this was not the first time I have met Catherine so I delighted when I was able to see her before Christmas as a Christmas treat to myself and WOW what a perfect present to find in your stocking!
The fact that I have seen Catherine before says an awful lot about the high regard I hold her in.
As usual we make arrangements via text and stayed in touch through the morning to ensure all was still good for our appointment. In fact Catherine was extremely understanding when my prior meeting overrun and I was a little late in arriving.
Offered a drink, we sat on the sofa catching up before letting nature take its course and adjourning to the bedroom.
I will not go into full details of what occurred - you will have to use your own imagination- but I can tell you I left a very happy man with a huge broad smile on my face.
Catherine is a perfect mix - sweet and tender one moment and passionate the next. Each time we finished I was genuinely touched by the gentle and caring way Catherine cleaned me.
Although I normally book longer appointments I was not disappointed and never once felt rushed.
A quick shower and out into a cold December day, but do you know what - I didn't notice the weather as I felt so good and I left with a real spring in my step.
All in all a simply wonderful girl whom I hope to meet again soon.
If I wasn't so selfish I would heartily recommend Catherine to you all! Thanks Catherine and have a happy new year! I'll be seeing you soon.",09-Oct,,,,,,
1590696,CatherineG,Member Not Active,Saturday 6 April,Colchester,In-call,4 hour(s),£520,Yes,Yes,Excellent,10,"Catherine has a loverly clean, tidy and modern house which has plenty of free parking and easy to find. Shower facilities are always available of which I have made use of in the past.",10-Oct,"On past meetings Catherine and I have always gone for the GFE or versions of it. However we had agreed prior to this meet to explore each others darker side and to see just where our boundaries lay. Upon arrival Catherine was wearing a tight black pvc mini dress, long black boots, hold-ups and a big smile.

There has never been any awkwardness between us, not even on my first visit and there certainly was'nt going to be any this time as Catherine had took it upon herself to start without me and was well warmed up when I arrived. I took over control of one of her favorite toys which finished with a happy ending for her. Wow what a welcome that was ;).

I had brought along some play things for us to try out and after a good catch up and some refreshments the fun began. We both had a go at sub and at dom and those boundaries; we found them! More play followed as the evening progressed and I feel we both had a great time.

Catherine never clock watches and even though this was a long booking we still managed to run over.

To sum up: Catherine is a hot and sexy lady yet kind, caring and understanding with a heart or gold, treat her well and she will pay back ten fold.
I have seen Catherine many times and would consider her a true friend, hopefully I will be seeing her many more times too!

See you soon Catherine kxxx",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Friday 16 November,Maldon,Out-call,1.5 hours,£200.00,Yes,Yes,Excellent,10,We met at my flat which is where I feel most comfortable. Catherine was on time and immaculately presented.,10-Oct,"Catherine certainly seemed to enjoy our time together and she does get very wet which is a huge turn on. She gives fantastic head and is very good with her hands also. She has an amazing body and fantastic boobs. She is toned, sexy, beautiful and I definitely felt like I had been with a woman afterwards. We had sex twice, the second time I couldn't finish because of the intensity of the first time but we still had a lot of fun!! She does genuinely enjoy what she does and that just made the experience all the more enjoyable for me. Making her come was just as much fun as when I came, all over her breasts which she seemed to enjoy. Absolutely mind blowing experience, I will be back for more. She didn't really keep an eye on the clock and I never felt rushed at any time. I wasn't offered a bath or shower as I was at home and had already showered. One of the most important things is that we both respected that the experience had to be safe and clean in terms of hygiene which was very important to both parties. The sex was really hot, very passionate and exactly how I wanted it.",10-Oct,,,,,,
1590696,CatherineG,Member Not Active,Tuesday 23 October,Southend,Out-call,2 hour(s),£260,Yes,Yes,Excellent,10,"We met at my flat, clean and tidy with lots of pillows and cushions ...",10-Oct,"This was an evening to remember for a long time….

I had met Cathy Oakley with my girlfriend, some weeks before and Cathy O had her first taste of pussy then. She surprised herself I think by how easily she acknowledged her bi –side and really, and I mean REALLY enjoyed the evening.

This evening was no different only this time I had invited CatherineG to join Cathy Oakley and I.

Check out Cathy Oakleys pics and you will see how lucky I was, it was pretty much ideal, Cathy O is slim, blonde and mischievous; and CatherineG is taller, still slim with fantastic breasts and a very sultry and sensual manner.

Both girls got on immediately and we had some wine to relax us before the fun started. Pretty soon, clothes had been discarded and I had confirmed that I had two of the sweetest tasting pussies in Essex with me that night, and two of the sweetest girls as well.

What can I say, we did it all. Everyone sucked and licked and fucked everyone else, and the two hours flew by, with breaks for some mild tie and tease and then more oral fun and fucking for all three of us. The end was explosive, for me and I think for them.

Thanks for a great evening, let’s do it again and again…..",10-Oct,,,,,,
